tulajdonsag,ertek,egyseg,darabszam,egyedi_hash
darabszám,2,db,1,7dafa4c5857a684efbe10ef8db3e0896ab9364dd59530b65eb6c6142a581789c
űrtartalom,1,l,1,701db09c35e2491ce4a1c867fe50e1480e6863c46918c56ad869ddaa129a7777
darabszám,1,db,1,701db09c35e2491ce4a1c867fe50e1480e6863c46918c56ad869ddaa129a7777
darabszám,2,db,1,701db09c35e2491ce4a1c867fe50e1480e6863c46918c56ad869ddaa129a7777
űrtartalom,1,l,1,d42ba3b5b5f17902d0a4ff844eb42ce89cbb9b0f67a366936ad2e40089f59283
űrtartalom,0.75,l,1,5f0a7f8a27b216726977b18baa6faa5480b3d267fbd1d829fa3cee301874b8bb
űrtartalom,1,l,1,2186064a7d710b0b3e79021bca2a74b10b2e810ade66aeaacc625add1c27c042
űrtartalom,1,l,1,6af25d357aec0052c5806b106f1c8ee9e602f3ebd2be65e02c06adb4f0ac71ca
űrtartalom,0.75,l,1,f537f65bad05bb7d9e6b64bd2fcb4e7f4708518bd830d1cf3c4e655fc7de0490
űrtartalom,0.25,l,1,8550c821f043014c2e2c2af4aff585bf1cf73bc5e9d6968b2f3f7752564bb5b8
űrtartalom,0.2,l,1,790f278233f798df51937932277b5ceb5e83bb2e4269453eb966662ecfad23a9
tömeg,0.002,kg,20,fa529a108ccad8032d062cb1f138f6b882850d77297c7ab7acdcebb87b503108
tömeg,0.0025,kg,20,fa529a108ccad8032d062cb1f138f6b882850d77297c7ab7acdcebb87b503108
űrtartalom,1.5,l,1,ccedc7c46abf5a4ef66126e9c0352cbb754f098daad80e8fe99d60eb8d23fca0
űrtartalom,0.33,l,4,ffe21cdca6cfff766660ac898aa1764da4876ded815070773c3bd35ff3948100
űrtartalom,0.25,l,1,a50bf612971971d9cc7e97938bec3ff22abbe8ed848b5ea2d83c75165ba12bfd
űrtartalom,2.25,l,1,c4dc5c5226e1515f4f701ca5eaae1fa74183c742be94f3021dcbcf300c24a492
űrtartalom,1.5,l,1,79a96619ca36b537952c47b5666bac1dda728b517ee513b1a416648551017ae7
űrtartalom,1.5,l,1,0529de22599ba0c8a890d15500ade0712b9299669cacb0007e98397c1e95d0e4
űrtartalom,1.75,l,2,dfeaaa5f1799f759275bc412bafb1add5b055ed96ee6c6184bfdbbf1badadc92
űrtartalom,0.25,l,1,346e4a44f88cf9e3ab90c1c4db7fb8058cb6811714c02bcf16eb485c8e1efe00
űrtartalom,2,l,1,a62bb147296c06b69e3448130b8f92f00e5e861447fea0c71e46f00fb8fa6779
darabszám,1,db,1,a62bb147296c06b69e3448130b8f92f00e5e861447fea0c71e46f00fb8fa6779
darabszám,2,db,1,a62bb147296c06b69e3448130b8f92f00e5e861447fea0c71e46f00fb8fa6779
űrtartalom,2,l,1,ec568ae852758e2540b46913db1ea09ce5b8f29b67c7d96a1b530787e8622498
űrtartalom,1.5,l,1,93f88355dea844d7660e6a9f53c0da0c8cfcb2853bf0cc92f29db16ec131cbfe
űrtartalom,1.5,l,1,ec8a76deb126ec489c9989e46c2b0ed007bb67698503f75ca100ef4e81a5ab81
űrtartalom,1.5,l,1,51b830c5f40aa4f55e7475aedb6117070b1c820bd7fa3312ca8378ee9c101c30
űrtartalom,1.25,l,1,51b830c5f40aa4f55e7475aedb6117070b1c820bd7fa3312ca8378ee9c101c30
űrtartalom,1.5,l,1,3d6698842ef5313736b0774da43f0b457d2a77ba2dba8ad37f89e97f4f4694bc
űrtartalom,1.5,l,1,d598edb62bf698d36867b60a8484fb42060a035a3b26e586340aba86da383523
űrtartalom,1,l,1,d598edb62bf698d36867b60a8484fb42060a035a3b26e586340aba86da383523
űrtartalom,0.25,l,1,43d729645b86c623e46ce15c6ef4e90954650f2d3627efff91161b18e1d95fbd
űrtartalom,0.25,l,1,81b06126379715e5b8175b8c039c9191f23d9bd1d5b9fb184c64ae6522f79f81
űrtartalom,0.25,l,1,016d6349479edf349422d361875279919b5cfdd812cc0f537611f80dd104d18f
űrtartalom,0.25,l,1,471e2b61a25959315a7fbf6d482916df0078e5042979a446dafd796a441a668e
darabszám,1,db,1,471e2b61a25959315a7fbf6d482916df0078e5042979a446dafd796a441a668e
darabszám,2,db,1,471e2b61a25959315a7fbf6d482916df0078e5042979a446dafd796a441a668e
űrtartalom,0.25,l,1,e30ded7d449a8b9425eaeba4afbcf22d10f3649f6f6d6291d4cbc04820f03b1b
tömeg,0.014,kg,24,ea8551685de6640cbf56878013fa30864042b33db95c7ac77e01a99511f27fa6
tömeg,0.017,kg,24,ea8551685de6640cbf56878013fa30864042b33db95c7ac77e01a99511f27fa6
űrtartalom,0.25,l,1,ef97ff2afeb4a9bc8f1e29153ed35ec3cae2c45d24b283914f4b7ef19f8205ad
tömeg,0.35,kg,1,55bdf94fd4736e287a593b0e9952154868a5572a15875a326564060bec9a8c6a
tömeg,0.017,kg,24,8658ad310fbedd6303a80f3444d2e21c85bcfe54d2c3a6825a6bf03e500e0b0d
tömeg,0.017,kg,1,8658ad310fbedd6303a80f3444d2e21c85bcfe54d2c3a6825a6bf03e500e0b0d
tömeg,0.1,kg,1,7a40aa1ee822a4bc3a70f1f961334fcb9c2c8476899263a5daa255d461f97887
tömeg,0.25,kg,1,0a5d3b0d67ceb02e83cbca209d820076447a05f44a16026da359cc09304937f3
tömeg,0.055,kg,1,06db4eebf8cf7d7e8ca226ad5cf0d3290eafc2aa453cbcdd4ff09e1589b943f6
tömeg,0.9,kg,1,c87fd12695de7a566a42c9badf2d7b5b7dbcb9d0df1561077c105833edb84378
darabszám,10,db,1,d1429857a776612cbe7700b0909115808f322b21cf03071cb182bb77003e6978
tömeg,0.25,kg,1,e9f32864d4d755d0ef39972982640d8fe74a6c7a53d164804f6139b28427eca5
tömeg,0.5,kg,1,7f7c22dcfd011120cb97d50b2c5d29e3b6b5bb370ed1b8961e3179253a30e70a
tömeg,1,kg,1,203b0d8b04a69b8b0caef4dfabf2bc1b474f559481fcce9f31fb9f7157b04fea
tömeg,1,kg,1,24f8ea7a9c1143b19640995908e9c52a7a73ef5d46ac18f25da413be396cf1fa
tömeg,1,kg,1,0fbf90e0b94883c98e96eaba2f33064dc68bc4a3ecc599c192e9c3244a3c7e2e
tömeg,1,kg,1,7d052d50cbcf82a5d469104c20de9bca34abc03a35d9979bd93dfeb033a81825
űrtartalom,1,l,1,d3ae2c507f559c80437f1131260c58d1b5368c0c1f8940ee75b17d8915f0ae71
űrtartalom,0.75,l,1,d3ae2c507f559c80437f1131260c58d1b5368c0c1f8940ee75b17d8915f0ae71
űrtartalom,1,l,1,212fe2f6cc3be530a1b79b888920f381012e0f238184653635bf8ef85601fd07
űrtartalom,1.5,l,1,9f54dad4deb827fd040e2079d0c5d9eb9f68c677302fa9a726838c3f50cab26e
darabszám,1,db,1,9f54dad4deb827fd040e2079d0c5d9eb9f68c677302fa9a726838c3f50cab26e
darabszám,6,db,1,9f54dad4deb827fd040e2079d0c5d9eb9f68c677302fa9a726838c3f50cab26e
űrtartalom,1.5,l,1,75dca455f93c9367505aec97f74a4666014013ded56ae63670ebab05092d721d
darabszám,1,db,1,75dca455f93c9367505aec97f74a4666014013ded56ae63670ebab05092d721d
darabszám,6,db,1,75dca455f93c9367505aec97f74a4666014013ded56ae63670ebab05092d721d
űrtartalom,1.5,l,1,95d77c9d5529b56c3495b4530daa6a6b5b2bfd70aed40c39385eedfde6c343b7
darabszám,1,db,1,95d77c9d5529b56c3495b4530daa6a6b5b2bfd70aed40c39385eedfde6c343b7
darabszám,6,db,1,95d77c9d5529b56c3495b4530daa6a6b5b2bfd70aed40c39385eedfde6c343b7
űrtartalom,0.5,l,1,36c47480bb019dc9a862339abaee2c7c9101a2d362fdfe30a6695176f58702c0
űrtartalom,3,l,1,ee92cb5ee528d7d7c75ea6dac5c58a7e9430079eea821191c3e7b86332bab21a
űrtartalom,3,l,1,368429b3e8546dfcbcb9c0f580dd005d09b499e1a134f52c79e4ab95ecc21b93
űrtartalom,3,l,1,93ba55fea65a75b98ec5dd3f778a5696d32546dae5ee1edc8e831b61cbd40236
űrtartalom,5,l,1,f75bd24b5ea6596f8ee652925a01172be33ec89e233beb790f7843ff40b2e50c
űrtartalom,3,l,1,ddfb0501e6a606608440742412c3c714c450414018d7e25802dfca2d6c175458
űrtartalom,0.75,l,1,1f3045e0afda8b9d0da509307494f86e838103f4c401c0258812119be76110cf
űrtartalom,0.75,l,1,6ac815e80c929ff3f6f88abe1277f84f5f2afd1e306c0c03ba50213f755401fb
űrtartalom,0.25,l,1,d6e9e6cb65b2e93e83d6fddbb82240014d7eb3ec9daf8966ae347eaf761a823b
űrtartalom,0.25,l,1,632103a14dcb3b3abdd4e0bac6dbf33564d8da206b20e751ca20188752383ccd
űrtartalom,0.75,l,1,49bfa7d09db0926e29da85708a851bed010c00682dafe8472848049ee30bf8c6
űrtartalom,1,l,1,49bfa7d09db0926e29da85708a851bed010c00682dafe8472848049ee30bf8c6
űrtartalom,0.75,l,1,e420ddf274497dd11dd8faa0512b80be7ff2843e3fec19a7e44d07e22daca8b1
űrtartalom,0.75,l,1,c2a804814c7b61b1b0a5aaae9166e7611660688009cd6698ed97f7d0acb12b9a
űrtartalom,0.75,l,1,bd7df86ae67399d3d49385fab329389552cbfc8d4a1741ab30ac1fbb4a38026f
űrtartalom,0.75,l,1,df73f8b204af3717cdfd6cc534806a8d7cf7fb7be672ce3a2e0f4d938fa459e6
űrtartalom,0.75,l,1,29019028bbb90d5345a106fdf321198c59aa5da1622e75032733a8f9393f4fe7
űrtartalom,0.75,l,1,7916f24e34f06db243fbf4b52f0b1ab859cad4f707560c9d3c5333224f371ee3
űrtartalom,0.75,l,1,e46c66b28c687260cbd27a7bb051718de4bcb01e4fab6efb86e2af0dbb2c2cbe
űrtartalom,0.75,l,1,e80659e6e39add1db8d05cd251a334bda5c6630dde169f1e580242192d5e02cc
űrtartalom,0.75,l,1,8629def59430c648a2525beb1aa6da2891d9939fed734129d860d9ec7efdc753
űrtartalom,0.75,l,1,44699cece2cd8f1b9a2f37e0633d47be7ce63a576bad196c51eb203b51d83b87
űrtartalom,0.75,l,1,b512c801b663a41c916ac4a14f4b9b029c8a98333cd85b883c23155c47113049
űrtartalom,0.75,l,1,dfa1f180c5c5baec0a93529f85eeb301841f2c6a7aaf9f9a8ffc635248ba626c
űrtartalom,0.75,l,1,02f3b8601e83db957b023ea03302733e0ac7c54b3a71cc5a156a5c457d7282b4
űrtartalom,0.75,l,1,f3d2cc243f453531a69684123ec2876603a9ce633b5f121444ca8c05a25d194e
űrtartalom,0.75,l,1,3cae43d738baa11eb8038e096a8e84ffcca0a6e5a120eef6d7590797b2a0a14f
űrtartalom,0.75,l,1,f17e4bfe84abfd8b212a1e65f777d0fa0c2cc3f5f67bf402fbf9b3d07cd19714
űrtartalom,0.75,l,1,fd6e9f5c7413f836b9cc8f10ca7371661f598fd44000aa5e84b9d59d6395091d
űrtartalom,0.75,l,1,14d79a6b364f6116e14dfd2a018b37a23f9ba0deb1b9fba200f124fe6753725b
űrtartalom,0.75,l,1,24ca3db53984da90d8e197ed610fbf503130758b440818f003bf71e20bd63abe
űrtartalom,0.75,l,1,8a6d63594ce07d6b365321708d9ffde5b39068f80c948680fe7a845fcfd72e80
űrtartalom,0.75,l,1,dce48ea78f650c99b50abc82cf2e260a78c611a57a53d62d1b5f6ca87f895a65
űrtartalom,0.75,l,1,a032ff86ab6e474603ee6724783cd647adf989b1fbeca0c7011dd52762392b1b
űrtartalom,0.75,l,1,21811783895e7641ca1f7d10b9eb6e3823796770e3417c8871b63faef1c7396e
űrtartalom,0.75,l,1,a312e3bfb1a32aa37e8f36c6cf0b148af28d5ec487194fda082114a8024bb8fe
űrtartalom,0.75,l,1,596a3112815acb4a36a81b2241bc0842042403719cb8c0f9ee8d14e118e65f5b
űrtartalom,0.75,l,1,3b2946719bb59102bb302f615bc6c063521315f65a0c9a4db07f3a70428b611e
űrtartalom,0.75,l,1,8e87318e579d697c6335b9deb5454e276dc5243a8fb2cb7d976b62aa3be88d1b
űrtartalom,0.75,l,1,712d2776ca2a0955d2946d1cf19d45b570a8e6f48c69722119adca9d903e3f21
űrtartalom,0.75,l,1,8b8f56ca3c74a1b1c74bec19a930efff9a74b1b6600da37529839d3c47ee6e6d
űrtartalom,0.75,l,1,0e7b1499c36b5ece7833ccbdb625cd8cebb8cdf1f25f9cd89c887dce00eba1bb
űrtartalom,0.75,l,1,6a9e217bdd858d8656d7e306f297afe55779eb5fe512529a99c8f2edf5e7fbfb
űrtartalom,0.75,l,1,71c58e7ad2277f2c32bf9d646699526ac257b0ae1ecaf86c654489b34fed3684
űrtartalom,0.75,l,1,f8994bed57d453460a13cd9d7e6a36347d4c2795ac66e27dc885c0290c039db5
űrtartalom,0.75,l,1,cfc1b0ba1870e0d24513931f44897a1fe3d118a19db05193923af1e0ffa153ce
űrtartalom,0.75,l,1,0367fc8677133c6ab32d024d4b5768941e5e8ee60add5ce627ea1b7c46411deb
űrtartalom,0.75,l,1,403a1c2b83a07fcb26a16b6c6024330a8466bbf355fa2933356bc093eba8726e
űrtartalom,3,l,1,973546fba7e2145db8d447ea9f36d956ad3d2fc071d74c84676b2009c1cdaed0
űrtartalom,0.7,l,1,1cec1900d7524764df047639150c6500d4ead65d4427cc4a0384e7d01c91aea3
űrtartalom,1,l,1,d0ba6ba84db8d58e75bc7f84fc8967c6adcef61992a25c59985e9cc2b939a2ec
űrtartalom,0.7,l,1,8aced084d24951dad0a1957c25b20bfd7e898c65ce6b90b45d5327a3327877ae
űrtartalom,0.7,l,1,1d521e133d2c4f5d28ec7d3d4ec4851b77603083c17fd9d18e975727ec31f065
űrtartalom,1,l,1,6e0b84f833763d6cea8929fd9c71ee67d25371781038825cbd9581d5a94491cf
űrtartalom,0.7,l,1,6c5d95c308eac7815029336459cdeb23b3de9aa3053779bb23c5cac6c5848fcf
űrtartalom,0.7,l,1,2cac722933dbe5339eb05e40427196fdcddc9e53b47c051b012fbf37b852647c
űrtartalom,1,l,1,7f1ec3d4c5cf581131ffa65af799793780b469d141b0a0f56d8fcd6d9dde3235
űrtartalom,0.7,l,1,c30736753dd469d813d0e8c56bfce4c8cacdd55c23bb9c54ec5ea57c29baf156
űrtartalom,0.7,l,1,652bd52ffcc7b1ff9bea1d0730bded0515068c55791a6f8179665e700c088522
űrtartalom,1,l,1,cd892fd875efa287608d8a36e5594f914b878c185665b8d79c2314c2b08a4abf
űrtartalom,0.7,l,1,75dbcb834b17d4a35e2cb8d2d089d652b7130b6cec91166125fc2a4bc9afc4a0
űrtartalom,0.5,l,1,22967ae6a6790c6add1b64b7b9e2446898d6a5345237dfbeab19585f8c771222
űrtartalom,0.5,l,1,395d6b9e21f38f2ec502807baa913a7aa3cfbc72c6d4220da7eb2f23b72f4b2a
űrtartalom,0.7,l,1,5494d9ae81ce5fbbfc7a39e4d85e728696af767a6abeec15e0a696d6f451882f
darabszám,2,db,1,5494d9ae81ce5fbbfc7a39e4d85e728696af767a6abeec15e0a696d6f451882f
űrtartalom,0.5,l,1,beae1936a44874032ddcb63f9371a7bb57570d5d8a44472a3b77c7c73e001e75
űrtartalom,0.7,l,1,bc88b68ec8b2be8c353c02f2c698b580332570107e9f9fccbb6f6ad9b73eee43
űrtartalom,0.7,l,1,03dffe6403b46af1d8af523fe8213637a8e3134277728660d6935cc80dd13303
űrtartalom,1,l,1,ad5a4509e2b6ff8118f38aaeaeeb8c1446ed794cec5cbda07907f2545a6bdb72
űrtartalom,0.7,l,1,265c7e279544f94562e6ddfc52de289536353b6ffd1b3b6547fcafd019ba03f3
űrtartalom,0.2,l,1,536dd8878e16a95439d9e5777a12bfcf67ee31c4276b526562f3061f51ef250a
űrtartalom,0.7,l,1,e2f3ae3c5a854d53cd8ac611d2636578fbab612401f705f32a8aa75f7c880911
űrtartalom,0.7,l,1,4be213ad228c447d85ff077c9bc9fb24f316a77752db23e00ce2b35e71b1a6d2
űrtartalom,0.7,l,1,fd9b0cdf2746630d10750bb75c206e84d2a11c5184d63389f32e018b788849d3
űrtartalom,0.7,l,1,408e0362db3b3ffdbb8fcd6f759a8906e6204300e711d74c8451ab26c41df7cc
űrtartalom,0.7,l,1,5a460a04ea03091633902e7cac070c7521d5851770d31eba2146fb499fbc3d41
űrtartalom,0.7,l,1,05d08cdc04613d9646b75127983448657c444a50ab95fdaf2782abf1e70e37c1
űrtartalom,275,l,1,428867be3496995be0e98fa60cbf51b5e96905b72545eefde01709080864e7b8
űrtartalom,0.25,l,1,154b8fde66d548aca0de3608bb632355df7b7f58b17f30fd474f1a4144232f6b
űrtartalom,0.7,l,1,22a437677a307f841ca804baf2a65b35cdc52def1ecfe91cfe40f7e5552d73ff
űrtartalom,0.7,l,1,a7c08d808b3d68ecee3b87674840a0dc4eb44831cf87a381735549a44a1ea1f4
űrtartalom,0.7,l,1,e67f5000100a6383f7c6ec5efdd2c87373a538e549a83764af7fe88c4b5b3c4b
űrtartalom,0.7,l,1,212cf1f37f37a7b4c72d6fecf7ca6dcd5b367b5d6c6befd1ae43c84fc36d04d0
űrtartalom,1,l,1,212cf1f37f37a7b4c72d6fecf7ca6dcd5b367b5d6c6befd1ae43c84fc36d04d0
űrtartalom,0.7,l,1,c7fcc982fa85479c338f95cd225c70ec18c580bd177b07a8cd5d91a330c2d4b5
űrtartalom,0.7,l,1,24d6ef6fafb3b583c0c5aa8c59b082098c402acdcec3fcf4d02b134be889ec0e
űrtartalom,0.75,l,1,47bd7f0a08a8ead89a99a46e0b3be9dc2d7c8102aa6530c1a5f444389dac27f5
űrtartalom,0.75,l,1,a7f51cf865379c2d7f01602ed1c6ea8997743ab946cf3b66142839cecfb2359f
űrtartalom,0.75,l,1,0554e259440586d77108c19743966c560aacc129cd4e91eba81981c2a9141281
tömeg,0.5,kg,1,21f84daf6401a9851c194dced20056562157fb0373a004bbd723be196de19263
darabszám,1,db,1,21f84daf6401a9851c194dced20056562157fb0373a004bbd723be196de19263
tömeg,0.45,kg,1,1ffc8856249f98982e7f7159ab173b0bded7b62478ad2b1de0aaebb594c86e1a
tömeg,0.75,kg,1,7fdc96e012ea29680bbb18cfef805181fe18f5dca1a5d2f538a168b1a8cae277
darabszám,1,db,1,7fdc96e012ea29680bbb18cfef805181fe18f5dca1a5d2f538a168b1a8cae277
tömeg,0.45,kg,1,fa3208f51e59f9d88b5706ba13a4f70e400388a289e7582d44682c2362126d61
tömeg,0.4,kg,1,55e37b2e0144d9d9b89057d6cf96943a33e3d6c80cdcaf8342197547e5301720
darabszám,1,db,1,84c32c44d790213ea82ac9e37f5ca5c3fcb33220121071166f27606a1ee4ccea
tömeg,0.5,kg,1,b44a822bf3c82803723b74888f2dd45e51c08cc8cfadc4cd1732e7d40d118ff3
tömeg,0.4,kg,1,b44a822bf3c82803723b74888f2dd45e51c08cc8cfadc4cd1732e7d40d118ff3
darabszám,1,db,1,b44a822bf3c82803723b74888f2dd45e51c08cc8cfadc4cd1732e7d40d118ff3
tömeg,1,kg,1,106ab16f1918902b4c5871f7270caf21419079d7b7a8c61b22404685b1b89638
tömeg,0.36,kg,1,1942cad601ce98963afb7591de53210db9aa8989d3578993214ba18069329227
tömeg,0.14,kg,1,cfcd8c912e214db861b0f0001be87d1a20c2b1f27ca8003c1a5f797d52358b90
tömeg,0.125,kg,1,31e9648dd1e3d1e88e7a46305eb955c0af2010247b7f5f912a865be5f8912ff2
darabszám,1,db,1,31e9648dd1e3d1e88e7a46305eb955c0af2010247b7f5f912a865be5f8912ff2
tömeg,0.5,kg,1,308bb0ac3ee12090d82708f9afbdf3192e00a97aa4046fa65509e4711950c981
űrtartalom,0.12,l,1,fa5ad89ccc89ba8f46cab04f596cfbab5e9ad47179e7d4512af18398c4432225
űrtartalom,0.9,l,1,0c7295584cc15a6e6913bcc2a6d9865486ed6b5e895ecc9b3eb4262f70684b9e
űrtartalom,1,l,1,0c7295584cc15a6e6913bcc2a6d9865486ed6b5e895ecc9b3eb4262f70684b9e
tömeg,1,kg,1,e162e22e578e35e16b7559af69fd213ee7a81a47f5ccdda5ea39df567bc288e8
űrtartalom,1,l,1,15105f4e8b5dce1ed69649266fe725a0a0b49706910599b3ebe00df8a2b1c387
tömeg,0.4,kg,1,f7b3bd07a74b87f7c51f9f54def73af5071a578bd7cc9e58aa0a481e3ffd1cf5
űrtartalom,0.2,l,1,5ceb85ec9ebecdc6d28c39ad569eaa03881c5b9e42f54cad83d906432622231c
űrtartalom,0.46,l,1,56dfe3405c57060ba1a8171ec21b3242b60b3327857debcbfab384f2f7223c30
űrtartalom,0.09,l,3,a358b5d0f057205e9689964a214896c52ce878fc89407181dda939b60558309d
űrtartalom,0.09,l,1,a358b5d0f057205e9689964a214896c52ce878fc89407181dda939b60558309d
űrtartalom,0.12,l,1,3f18e9f2ff2ec44566aa2e5572f1a5c730fe2ff21e935914e027364434bda593
űrtartalom,1,l,1,3f18e9f2ff2ec44566aa2e5572f1a5c730fe2ff21e935914e027364434bda593
tömeg,0.5,kg,1,6e53277499695e589880082988ea697319a361c8fafae400a9cadcb852877cd9
tömeg,0.45,kg,1,e06b0f422bad43106531b18e7d42412090b6800a0bfb999b4708b87d1f11511b
tömeg,0.75,kg,1,2863673f05e3314a7b1425854ed12b592378ef21d78386344be7cad64b6a4fca
darabszám,1,db,1,2863673f05e3314a7b1425854ed12b592378ef21d78386344be7cad64b6a4fca
tömeg,0.45,kg,1,626fab4e154ed97937de2f4d20e047a8e3925acc9c69e4c088d2623399def486
tömeg,0.4,kg,1,ef7d21aafedb7a2f7b17b45a29a5fd8bbd3338efa1b49db3bc1823482582e8a1
űrtartalom,0.05,l,12,4373146c069fcea823855b3cc06a84654da5fb7e3efb6b583c226d34ed5dc130
űrtartalom,0.05,l,1,4373146c069fcea823855b3cc06a84654da5fb7e3efb6b583c226d34ed5dc130
tömeg,0.32,kg,1,b94e3f02f62cffdfc798ac172de7054514c4b23f3a9324ab66f33648dd9fba43
tömeg,0.325,kg,1,b94e3f02f62cffdfc798ac172de7054514c4b23f3a9324ab66f33648dd9fba43
űrtartalom,0.72,l,1,20e097ebebd397cf7487f6d7525809f16949bf6fd9a3469e62a691f38bfecbfe
űrtartalom,1,l,1,20e097ebebd397cf7487f6d7525809f16949bf6fd9a3469e62a691f38bfecbfe
tömeg,0.4,kg,1,82acfd5ac3d7885ecdc1d1ebe05021b3e68494b6b64321f25b2889d8381d4422
tömeg,0.44,kg,1,da4588998d691427a7ff857f42a29fbf2442ce36050d58736c55aef381187d29
tömeg,0.9,kg,1,16650d05033a945540b63f26339b1feb89401cf1b788a568e670acf5d87f42b1
tömeg,0.5,kg,1,dbb7befcf8a40aaa2d389ad8856fda1bd8aedb5247a91202dee5cc1078646ec4
tömeg,0.8,kg,1,bf42b8358b05bd4beb39d8adf549240a06aaefe52b5f24fdef96b3873cd308b7
tömeg,0.5,kg,1,2c01173c95f25c21928acc86dce5af41767a5718a26df365b76d4c946144eb1f
tömeg,0.1,kg,1,b501da61f2d848efa189bc16ff8cabdec6ee8f5c27b2dcdc0a315a93db3e4300
tömeg,1,kg,1,b501da61f2d848efa189bc16ff8cabdec6ee8f5c27b2dcdc0a315a93db3e4300
tömeg,0.2,kg,1,2a3b9bb82701e0333bc61f42e43cc1df211e553cea743fbc82bf566a8ce04079
tömeg,0.4,kg,1,af521165f0fab2e180ccd74258273a91291ee538e17f3ce55196308d6be86dbd
tömeg,1,kg,1,af521165f0fab2e180ccd74258273a91291ee538e17f3ce55196308d6be86dbd
tömeg,1,kg,1,afd25a78294aba3b9aca9090336ca14941a152da2f7d881d5a29e713ff49ae5f
tömeg,0.6,kg,1,efd4f2a7ff7f08a849a10063632ffb0e8c4813cdfcc77c2758f1a4709c35e1b5
tömeg,0.125,kg,4,2c30c923a7bbfcef3f7726bd3e5f689f40fabefda04c12a7ca276106ceb4749b
tömeg,0.1,kg,1,9bbd2b985ec39b847e82609f7dc3406a76f9477cf7d5f5dcaae244c1b8e9cab1
tömeg,1,kg,1,36e6486f638863deb650a1fe67ee10f61d3ef57b96e4aad405434490ebcb3503
tömeg,0.54,kg,1,ac9dfcc5b0e22960bc04288d526cc7b5b023b5aef2f187e6615026eaf630fade
tömeg,1,kg,1,ac9dfcc5b0e22960bc04288d526cc7b5b023b5aef2f187e6615026eaf630fade
tömeg,0.475,kg,1,f34d08c502342a1639c208b6c44291080e4bfa2c158266345c15f4865d1109e9
tömeg,1,kg,1,18b775fdc7e88b8709d3ac6a4a94d7e326e67e1f0fbb73ca90a01a40876f6b3f
tömeg,0.4,kg,1,06a702a10563c33376bcb8bac0a0b770ec9f721acf08e2e4f5f4938a9f4ed4d6
tömeg,0.21,kg,1,7f95599395ecec2f4bceae84cead22ba5fa037425e1a6b04c81b60d6e5651582
tömeg,0.2,kg,1,8bf068a267a8852fe7ae2e31ee23fdd9f04613a4bfdf3371fc2fbc31858803f5
tömeg,1,kg,1,8bf068a267a8852fe7ae2e31ee23fdd9f04613a4bfdf3371fc2fbc31858803f5
tömeg,0.4,kg,1,0ef5bafd521b005bf4fae288e867a2a99e4fbb5e8be488b5a88d5518bca9871d
tömeg,0.45,kg,1,dda2c39b8a18b78c669a46f2d6dadd70f2721fb123d380a0f928fa52935efa22
tömeg,1,kg,1,dda2c39b8a18b78c669a46f2d6dadd70f2721fb123d380a0f928fa52935efa22
tömeg,0.165,kg,1,7b480eaff417cce1cd5ef2c9f312b2ad22cd3905cdf781c750529dd485b93f4d
tömeg,0.1,kg,4,20d4e91f0c6c8fb523b860c40fe28f18da7ad6895259e01a3a5ab6ffc6bdd500
darabszám,2,db,1,20d4e91f0c6c8fb523b860c40fe28f18da7ad6895259e01a3a5ab6ffc6bdd500
tömeg,0.125,kg,4,7ef83d8811fcd88ff21190727843a3a8a8391029fff08781ab6fb6bc82a074aa
tömeg,0.5,kg,1,7b6439d7047794efbc2116a93619ff0eec76266bb2a404efd8eb85dcccefa92b
tömeg,0.4,kg,1,7bb773ead48275e9d1f69d89cba201171184363ebbe6b46fcb58c5d3383e985a
tömeg,0.5,kg,1,96ae753f473ac5ca4dba0bdec620d505387713454b7d8c3f4156bd8f044876df
tömeg,0.14,kg,1,4d28f97e9e6d19b7cfd663e04643e04996eb4cfbd7be9007a891ef72d0bb284e
tömeg,0.15,kg,1,c4442f35b1ed459465cdbc166cc40baa62993bc75b9602a5c36126dd8b639853
tömeg,0.14,kg,1,d77b4ce3555874acffa47b2fa195bc81c71542462626165ab537cbebf22a3823
tömeg,0.15,kg,1,04d38d4b6cb90dfdbdae8cf331aede172e195489b62fe4bbfa749e2b2dfde2b8
tömeg,0.125,kg,1,30e37b0f7c655ba9367bed1f138ee5d7d5dc3f24931bba03875982bfe24a76e3
tömeg,0.1,kg,1,4789bd447c001f37a19f1bfd2cb70d697966738683fca05042a94f12c721a58e
tömeg,0.19,kg,1,2db76fff77e0ddbfa1487da2ad7bcfec3e671b045fbcf96d6181e4de46e92ce9
tömeg,0.25,kg,1,7bb13c2866f4469847718ccb346e0a35c84a1bf9f07c22969b520ea6348a2e47
darabszám,1,db,1,7bb13c2866f4469847718ccb346e0a35c84a1bf9f07c22969b520ea6348a2e47
tömeg,1,kg,1,eb3b007e3315a93c3df554dac37e1de04a496fe55c67c03f3d220a4b8be7cccc
tömeg,0.2,kg,1,68bec67b73ba39fd7e73f889d21487d3d9e5b70713377397d615ff5d7948c16e
tömeg,0.2,kg,1,a96e641e52e6a33905ea2d844a7d850f115d7ef16892d81aaf5a99bd54ac78e2
tömeg,0.4,kg,1,cd9149364c3abc73552067c3b8b620439e4b70d5863e2cd018fd34562bd4c738
űrtartalom,1,l,1,76f36a5849190cde827dcb85a0f4f1c8aeb602d41c8dd506d34524486be76f42
